4285821.812|-4019905.229|-2472144.432
4285821.828|-4019905.447|-2472144.346
4285822.035|-4019905.609|-2472144.409
4285821.486|-4019905.311|-2472144.044
4285821.218|-4019905.179|-2472143.921
4285820.814|-4019904.954|-2472143.567
4285820.980|-4019905.266|-2472143.673
4285821.214|-4019905.480|-2472143.791
4285821.372|-4019905.593|-2472143.987
4285821.558|-4019905.734|-2472144.110
4285821.615|-4019905.712|-2472144.036
4285821.826|-4019905.787|-2472144.216
4285822.339|-4019906.193|-2472144.626
4285822.547|-4019906.442|-2472144.915
4285823.004|-4019906.826|-2472145.337
4285823.536|-4019907.183|-2472145.746
4285823.427|-4019907.101|-2472145.623
4285823.686|-4019907.281|-2472145.849
4285824.020|-4019907.469|-2472146.056
4285824.146|-4019907.530|-2472146.127
4285824.358|-4019907.698|-2472146.348
4285824.280|-4019907.607|-2472146.307
4285824.280|-4019907.615|-2472146.319
4285824.270|-4019907.545|-2472146.248
4285824.061|-4019907.419|-2472146.067
4285823.861|-4019907.315|-2472145.866
4285823.657|-4019907.086|-2472145.684
4285823.365|-4019906.973|-2472145.473
4285823.188|-4019906.884|-2472145.205
4285823.301|-4019906.717|-2472145.178
4285823.362|-4019906.579|-2472145.105
4285823.575|-4019906.768|-2472145.164
4285823.794|-4019906.826|-2472145.186
4285823.820|-4019906.727|-2472145.017
4285824.153|-4019906.730|-2472144.818
4285824.611|-4019906.761|-2472144.570
4285825.051|-4019906.731|-2472144.130
4285825.259|-4019906.556|-2472143.831
4285825.893|-4019906.331|-2472143.471
4285826.371|-4019905.673|-2472143.101
4285827.031|-4019904.985|-2472143.025
4285827.489|-4019904.429|-2472142.839
4285827.884|-4019903.732|-2472142.598
4285828.721|-4019903.260|-2472142.579
4285829.575|-4019902.823|-2472142.644
4285830.370|-4019902.391|-2472142.503
4285831.344|-4019901.967|-2472142.360
4285832.089|-4019901.511|-2472141.989
4285832.840|-4019901.077|-2472141.731
4285833.871|-4019900.600|-2472141.495
4285834.619|-4019900.253|-2472141.296
4285835.440|-4019899.874|-2472141.004
4285836.250|-4019899.271|-2472140.606
4285837.091|-4019898.752|-2472140.211
4285837.742|-4019898.260|-2472139.837
4285838.409|-4019897.838|-2472139.523
4285839.180|-4019897.429|-2472139.100
4285839.904|-4019896.987|-2472138.797
4285840.486|-4019896.551|-2472138.318
4285841.248|-4019896.456|-2472137.939
4285842.035|-4019896.371|-2472137.472
4285842.513|-4019896.472|-2472137.003
4285842.909|-4019896.580|-2472136.780
4285843.024|-4019896.717|-2472136.714
4285843.215|-4019896.767|-2472136.775
4285843.376|-4019896.775|-2472136.822
4285843.542|-4019896.781|-2472136.651
4285843.757|-4019896.843|-2472136.529
4285843.861|-4019896.867|-2472135.980
4285844.068|-4019896.913|-2472135.592
4285844.003|-4019896.939|-2472134.863
4285843.894|-4019897.180|-2472134.151
4285843.682|-4019897.509|-2472133.416
4285843.510|-4019897.828|-2472132.628
4285843.832|-4019898.016|-2472131.830
4285844.147|-4019898.106|-2472131.108
4285844.353|-4019898.066|-2472130.324
4285844.571|-4019898.291|-2472129.454
4285844.769|-4019898.441|-2472128.608
4285845.096|-4019898.494|-2472127.811
4285845.439|-4019898.482|-2472127.105
4285845.685|-4019898.540|-2472126.418
4285845.953|-4019898.665|-2472125.597
4285846.237|-4019898.667|-2472124.972
4285846.500|-4019898.617|-2472124.361
4285846.769|-4019898.669|-2472123.721
4285847.075|-4019898.874|-2472122.971
4285847.450|-4019898.986|-2472122.002
4285847.885|-4019898.937|-2472121.183
4285848.247|-4019898.966|-2472120.195
4285848.642|-4019899.062|-2472119.460
4285849.066|-4019899.123|-2472118.619
4285849.452|-4019899.058|-2472117.818
4285850.020|-4019899.064|-2472117.010
4285850.456|-4019899.253|-2472116.109
4285850.227|-4019899.521|-2472115.927
4285849.992|-4019900.113|-2472115.924
4285849.532|-4019900.617|-2472115.773
4285849.252|-4019900.779|-2472115.901
4285849.121|-4019900.855|-2472115.958
4285849.087|-4019900.910|-2472116.045
4285848.971|-4019901.018|-2472116.111
4285848.866|-4019901.037|-2472116.110
4285848.851|-4019901.003|-2472116.083
4285848.737|-4019901.103|-2472116.161
4285848.469|-4019901.405|-2472116.282
4285848.286|-4019901.649|-2472116.268
4285848.161|-4019901.702|-2472116.260
4285848.166|-4019901.743|-2472116.268
4285848.194|-4019901.761|-2472116.314
4285848.196|-4019901.793|-2472116.353
4285848.173|-4019901.872|-2472116.314
4285848.187|-4019901.888|-2472116.333
4285848.232|-4019901.888|-2472116.307
4285848.221|-4019901.888|-2472116.339
4285848.244|-4019901.905|-2472116.344
4285848.263|-4019901.908|-2472116.318
4285848.280|-4019901.899|-2472116.338
4285848.291|-4019901.891|-2472116.352
4285848.302|-4019901.879|-2472116.350
4285848.282|-4019901.855|-2472116.339
4285848.268|-4019901.834|-2472116.312
4285848.266|-4019901.805|-2472116.250
4285848.230|-4019901.768|-2472116.239
4285848.188|-4019901.753|-2472116.270
4285848.153|-4019901.714|-2472116.258
4285848.135|-4019901.661|-2472116.254
4285848.107|-4019901.611|-2472116.218
4285848.102|-4019901.597|-2472116.160
4285848.083|-4019901.577|-2472116.154
4285848.047|-4019901.546|-2472116.122
4285848.002|-4019901.507|-2472116.093
4285847.980|-4019901.476|-2472116.066
4285847.952|-4019901.426|-2472116.047
4285847.911|-4019901.410|-2472116.021
4285847.878|-4019901.396|-2472116.001
4285847.886|-4019901.387|-2472115.989
4285847.898|-4019901.331|-2472115.982
4285847.882|-4019901.291|-2472115.981
4285847.841|-4019901.274|-2472115.995
4285847.789|-4019901.258|-2472116.015
4285847.746|-4019901.219|-2472116.022
4285847.728|-4019901.200|-2472116.008
4285847.680|-4019901.158|-2472115.988
4285847.658|-4019901.143|-2472115.979
4285847.634|-4019901.124|-2472115.956
4285847.613|-4019901.089|-2472115.935
4285847.587|-4019901.063|-2472115.917
4285847.584|-4019901.048|-2472115.900
4285847.572|-4019901.021|-2472115.890
4285847.589|-4019900.993|-2472115.875
4285847.587|-4019900.975|-2472115.857
4285847.565|-4019900.958|-2472115.839
4285847.552|-4019900.955|-2472115.820
4285847.524|-4019900.926|-2472115.814
4285847.538|-4019900.896|-2472115.828
4285847.500|-4019900.877|-2472115.798
4285847.469|-4019900.860|-2472115.782
4285847.426|-4019900.841|-2472115.769
4285847.367|-4019900.805|-2472115.767
4285847.320|-4019900.778|-2472115.755
4285847.252|-4019900.772|-2472115.736
4285847.215|-4019900.771|-2472115.709
4285847.195|-4019900.743|-2472115.670
4285847.212|-4019900.699|-2472115.673
4285847.152|-4019900.677|-2472115.695
4285847.097|-4019900.680|-2472115.742
4285847.084|-4019900.673|-2472115.713
4285847.055|-4019900.667|-2472115.719
4285847.020|-4019900.669|-2472115.713
4285846.992|-4019900.657|-2472115.713
4285846.959|-4019900.647|-2472115.711
4285846.955|-4019900.653|-2472115.714
4285846.953|-4019900.654|-2472115.719
4285846.989|-4019900.664|-2472115.725
4285847.013|-4019900.675|-2472115.748
4285847.038|-4019900.691|-2472115.764
4285847.081|-4019900.721|-2472115.789
4285847.091|-4019900.738|-2472115.808
4285847.109|-4019900.744|-2472115.796
4285847.133|-4019900.753|-2472115.794
4285847.153|-4019900.774|-2472115.819
4285847.180|-4019900.796|-2472115.830
4285847.185|-4019900.785|-2472115.810
4285847.183|-4019900.799|-2472115.797
4285847.198|-4019900.812|-2472115.800
4285847.209|-4019900.816|-2472115.799
4285847.208|-4019900.819|-2472115.795
4285847.204|-4019900.830|-2472115.792
4285847.179|-4019900.823|-2472115.789
4285847.156|-4019900.820|-2472115.798
4285847.147|-4019900.819|-2472115.787
4285847.131|-4019900.818|-2472115.788
4285847.134|-4019900.816|-2472115.784
4285847.141|-4019900.822|-2472115.796
4285847.153|-4019900.819|-2472115.793
4285847.152|-4019900.820|-2472115.805
4285847.157|-4019900.828|-2472115.803
4285847.159|-4019900.823|-2472115.814
4285847.171|-4019900.832|-2472115.825
4285847.177|-4019900.835|-2472115.828
4285847.207|-4019900.834|-2472115.826
4285847.214|-4019900.840|-2472115.817
4285847.218|-4019900.856|-2472115.829
4285847.236|-4019900.861|-2472115.820
4285847.253|-4019900.868|-2472115.814
4285847.271|-4019900.878|-2472115.817
4285847.314|-4019900.896|-2472115.811
4285847.321|-4019900.870|-2472115.790
4285847.343|-4019900.872|-2472115.781
4285847.344|-4019900.864|-2472115.773
4285847.339|-4019900.856|-2472115.763
4285847.336|-4019900.854|-2472115.752
4285847.322|-4019900.864|-2472115.759
4285847.341|-4019900.853|-2472115.754
4285847.362|-4019900.858|-2472115.753
4285847.351|-4019900.852|-2472115.755
4285847.329|-4019900.839|-2472115.742
4285847.321|-4019900.827|-2472115.732
4285847.306|-4019900.814|-2472115.729
4285847.291|-4019900.800|-2472115.722
4285847.272|-4019900.788|-2472115.721
4285847.261|-4019900.777|-2472115.717
4285847.242|-4019900.765|-2472115.706
4285847.234|-4019900.770|-2472115.683
4285847.228|-4019900.758|-2472115.666
