-22|57|21,73438|-43|9|59,42234|35,79900
-22|57|21,73857|-43|9|59,42383|35,35600
-22|57|21,73724|-43|9|59,43181|35,05500
-22|57|21,74107|-43|9|59,43179|35,13100
-22|57|21,74333|-43|9|59,43251|35,00800
-22|57|21,74334|-43|9|59,43400|35,02200
-22|57|21,74310|-43|9|59,43588|35,07800
-22|57|21,74437|-43|9|59,43855|35,31100
-22|57|21,74436|-43|9|59,43887|35,33400
-22|57|21,74564|-43|9|59,43978|35,34800
-22|57|21,74729|-43|9|59,43820|35,38700
-22|57|21,74679|-43|9|59,44065|35,40300
-22|57|21,74615|-43|9|59,44291|35,53100
-22|57|21,74531|-43|9|59,44493|35,74000
-22|57|21,74488|-43|9|59,44571|35,80500
-22|57|21,74402|-43|9|59,44760|36,00500
-22|57|21,74254|-43|9|59,44798|35,97600
-22|57|21,74101|-43|9|59,44885|35,80600
-22|57|21,74014|-43|9|59,44949|35,56800
-22|57|21,73724|-43|9|59,45012|35,33700
-22|57|21,73599|-43|9|59,45004|35,17900
-22|57|21,73514|-43|9|59,44971|35,03900
-22|57|21,73307|-43|9|59,44998|34,97100
-22|57|21,73155|-43|9|59,44973|34,78400
-22|57|21,72896|-43|9|59,44950|34,60400
-22|57|21,72788|-43|9|59,44870|34,43500
-22|57|21,72687|-43|9|59,44738|34,39900
-22|57|21,72481|-43|9|59,44719|34,34100
-22|57|21,72288|-43|9|59,44737|34,19200
-22|57|21,71949|-43|9|59,44722|34,10800
-22|57|21,71686|-43|9|59,44647|34,01600
-22|57|21,71499|-43|9|59,44567|33,99000
-22|57|21,71253|-43|9|59,44624|33,90600
-22|57|21,71169|-43|9|59,44615|33,67400
-22|57|21,71081|-43|9|59,44561|33,46800
-22|57|21,71035|-43|9|59,44512|33,43000
-22|57|21,70993|-43|9|59,44477|33,32500
-22|57|21,70976|-43|9|59,44448|33,24400
-22|57|21,70997|-43|9|59,44393|33,25700
-22|57|21,71043|-43|9|59,44369|33,29600
-22|57|21,71033|-43|9|59,44348|33,25300
-22|57|21,71021|-43|9|59,44326|33,15600
-22|57|21,70991|-43|9|59,44345|33,06400
-22|57|21,70943|-43|9|59,44340|33,01600
-22|57|21,70929|-43|9|59,44331|32,96000
-22|57|21,70842|-43|9|59,44338|32,94400
-22|57|21,70796|-43|9|59,44322|32,93600
-22|57|21,70735|-43|9|59,44310|33,03600
-22|57|21,70717|-43|9|59,44279|33,13300
-22|57|21,70710|-43|9|59,44230|33,21200
-22|57|21,70737|-43|9|59,44207|33,23900
-22|57|21,70815|-43|9|59,44212|33,32800
-22|57|21,70864|-43|9|59,44185|33,43700
-22|57|21,70923|-43|9|59,44159|33,58800
-22|57|21,70950|-43|9|59,44120|33,67900
-22|57|21,71020|-43|9|59,44081|33,81400
-22|57|21,71067|-43|9|59,43992|33,93600
-22|57|21,71117|-43|9|59,43943|34,01200
-22|57|21,71112|-43|9|59,43910|34,05200
-22|57|21,71141|-43|9|59,43887|34,16000
-22|57|21,71210|-43|9|59,43850|34,25400
-22|57|21,71293|-43|9|59,43815|34,42400
-22|57|21,71333|-43|9|59,43815|34,56300
-22|57|21,71381|-43|9|59,43781|34,60300
-22|57|21,71428|-43|9|59,43756|34,68400
-22|57|21,71440|-43|9|59,43753|34,76200
-22|57|21,71464|-43|9|59,43718|34,87700
-22|57|21,71482|-43|9|59,43692|35,05000
-22|57|21,71509|-43|9|59,43665|35,19500
-22|57|21,71530|-43|9|59,43625|35,32900
-22|57|21,71542|-43|9|59,43575|35,44200
-22|57|21,71544|-43|9|59,43553|35,60300
-22|57|21,71543|-43|9|59,43533|35,71900
-22|57|21,71590|-43|9|59,43465|35,81100
-22|57|21,71582|-43|9|59,43409|35,87600
-22|57|21,71574|-43|9|59,43389|35,94900
-22|57|21,71581|-43|9|59,43369|35,99100
-22|57|21,71618|-43|9|59,43365|35,95500
-22|57|21,71638|-43|9|59,43363|35,94100
-22|57|21,71638|-43|9|59,43342|35,96500
-22|57|21,71668|-43|9|59,43332|35,93300
-22|57|21,71684|-43|9|59,43306|35,86400
-22|57|21,71735|-43|9|59,43280|35,77200
-22|57|21,71743|-43|9|59,43255|35,66600
-22|57|21,71738|-43|9|59,43243|35,57900
-22|57|21,71782|-43|9|59,43235|35,45200
-22|57|21,71821|-43|9|59,43243|35,32300
-22|57|21,71858|-43|9|59,43267|35,23900
-22|57|21,71899|-43|9|59,43293|35,18600
-22|57|21,71957|-43|9|59,43325|35,16000
-22|57|21,71992|-43|9|59,43358|35,08300
-22|57|21,71965|-43|9|59,43400|35,05700
-22|57|21,71941|-43|9|59,43448|35,02000
-22|57|21,71905|-43|9|59,43485|34,97000
-22|57|21,71874|-43|9|59,43494|34,94700
-22|57|21,71841|-43|9|59,43491|34,88800
-22|57|21,71803|-43|9|59,43521|34,88300
-22|57|21,71745|-43|9|59,43546|34,87000
-22|57|21,71731|-43|9|59,43556|34,84100
-22|57|21,71722|-43|9|59,43556|34,79400
-22|57|21,71730|-43|9|59,43576|34,77200
-22|57|21,71741|-43|9|59,43573|34,72500
-22|57|21,71725|-43|9|59,43583|34,72800
-22|57|21,71733|-43|9|59,43575|34,70600
-22|57|21,71717|-43|9|59,43561|34,67100
-22|57|21,71703|-43|9|59,43540|34,62900
-22|57|21,71682|-43|9|59,43552|34,56300
-22|57|21,71684|-43|9|59,43515|34,55100
-22|57|21,71666|-43|9|59,43495|34,53300
-22|57|21,71673|-43|9|59,43498|34,49900
-22|57|21,71667|-43|9|59,43538|34,47400
-22|57|21,71630|-43|9|59,43551|34,46200
-22|57|21,71588|-43|9|59,43582|34,42700
-22|57|21,71582|-43|9|59,43619|34,40400
-22|57|21,71571|-43|9|59,43661|34,40700
-22|57|21,71544|-43|9|59,43652|34,40400
-22|57|21,71534|-43|9|59,43624|34,41400
-22|57|21,71530|-43|9|59,43591|34,44900
-22|57|21,71524|-43|9|59,43616|34,47300
-22|57|21,71527|-43|9|59,43626|34,49300
-22|57|21,71540|-43|9|59,43621|34,50100
-22|57|21,71547|-43|9|59,43622|34,52100
-22|57|21,71530|-43|9|59,43642|34,52100
-22|57|21,71531|-43|9|59,43650|34,53400
-22|57|21,71534|-43|9|59,43648|34,54300
-22|57|21,71538|-43|9|59,43636|34,55100
-22|57|21,71566|-43|9|59,43632|34,55100
-22|57|21,71574|-43|9|59,43646|34,56100
-22|57|21,71611|-43|9|59,43660|34,55700
-22|57|21,71613|-43|9|59,43670|34,55300
-22|57|21,71648|-43|9|59,43648|34,52800
-22|57|21,71699|-43|9|59,43610|34,51100
-22|57|21,71738|-43|9|59,43567|34,51900
-22|57|21,71766|-43|9|59,43539|34,53800
-22|57|21,71781|-43|9|59,43562|34,53500
-22|57|21,71779|-43|9|59,43599|34,51600
-22|57|21,71757|-43|9|59,43626|34,54100
-22|57|21,71757|-43|9|59,43617|34,55800
-22|57|21,71750|-43|9|59,43629|34,56200
-22|57|21,71709|-43|9|59,43659|34,58400
-22|57|21,71690|-43|9|59,43681|34,59600
-22|57|21,71648|-43|9|59,43709|34,59900
-22|57|21,71631|-43|9|59,43721|34,63200
-22|57|21,71622|-43|9|59,43727|34,64000
-22|57|21,71611|-43|9|59,43730|34,64400
-22|57|21,71639|-43|9|59,43758|34,64000
-22|57|21,71638|-43|9|59,43784|34,62100
-22|57|21,71649|-43|9|59,43765|34,62600
-22|57|21,71684|-43|9|59,43751|34,62400
-22|57|21,71757|-43|9|59,43723|34,59900
-22|57|21,71776|-43|9|59,43689|34,61200
-22|57|21,71850|-43|9|59,43641|34,56900
-22|57|21,71855|-43|9|59,43603|34,55600
-22|57|21,71835|-43|9|59,43585|34,54500
-22|57|21,71832|-43|9|59,43568|34,52700
-22|57|21,71866|-43|9|59,43573|34,49600
-22|57|21,71896|-43|9|59,43571|34,45900
-22|57|21,71972|-43|9|59,43589|34,39300
-22|57|21,72002|-43|9|59,43578|34,33900
-22|57|21,72025|-43|9|59,43611|34,29400
-22|57|21,72061|-43|9|59,43647|34,23400
-22|57|21,72077|-43|9|59,43701|34,21100
-22|57|21,72089|-43|9|59,43746|34,17500
-22|57|21,72121|-43|9|59,43770|34,12900
-22|57|21,72169|-43|9|59,43771|34,09700
-22|57|21,72217|-43|9|59,43752|34,06200
-22|57|21,72273|-43|9|59,43782|33,99600
-22|57|21,72286|-43|9|59,43788|33,96700
-22|57|21,72294|-43|9|59,43820|33,95500
-22|57|21,72314|-43|9|59,43838|33,92600
-22|57|21,72325|-43|9|59,43867|33,91700
-22|57|21,72366|-43|9|59,43904|33,85900
-22|57|21,72369|-43|9|59,43964|33,81600
