4285801.076|-4019922.963|-2472251.003
4285800.713|-4019922.680|-2472250.949
4285800.367|-4019922.667|-2472250.794
4285800.385|-4019922.683|-2472250.932
4285800.268|-4019922.602|-2472250.948
4285800.249|-4019922.642|-2472250.954
4285800.252|-4019922.718|-2472250.969
4285800.345|-4019922.910|-2472251.096
4285800.354|-4019922.931|-2472251.105
4285800.335|-4019922.949|-2472251.146
4285800.377|-4019922.927|-2472251.208
4285800.345|-4019922.992|-2472251.200
4285800.392|-4019923.125|-2472251.232
4285800.501|-4019923.305|-2472251.290
4285800.533|-4019923.366|-2472251.303
4285800.638|-4019923.538|-2472251.357
4285800.624|-4019923.540|-2472251.303
4285800.506|-4019923.463|-2472251.194
4285800.342|-4019923.334|-2472251.076
4285800.199|-4019923.225|-2472250.904
4285800.106|-4019923.134|-2472250.807
4285800.026|-4019923.046|-2472250.728
4285799.993|-4019923.026|-2472250.643
4285799.885|-4019922.916|-2472250.527
4285799.792|-4019922.819|-2472250.384
4285799.703|-4019922.704|-2472250.287
4285799.714|-4019922.663|-2472250.245
4285799.696|-4019922.639|-2472250.164
4285799.610|-4019922.565|-2472250.051
4285799.586|-4019922.537|-2472249.922
4285799.562|-4019922.485|-2472249.812
4285799.576|-4019922.467|-2472249.749
4285799.530|-4019922.446|-2472249.646
4285799.384|-4019922.305|-2472249.532
4285799.263|-4019922.171|-2472249.427
4285799.251|-4019922.141|-2472249.399
4285799.191|-4019922.071|-2472249.346
4285799.144|-4019922.015|-2472249.309
4285799.162|-4019922.010|-2472249.320
4285799.189|-4019922.026|-2472249.349
4285799.165|-4019921.995|-2472249.329
4285799.105|-4019921.931|-2472249.288
4285799.042|-4019921.879|-2472249.243
4285799.015|-4019921.852|-2472249.211
4285798.980|-4019921.816|-2472249.185
4285798.976|-4019921.814|-2472249.154
4285798.978|-4019921.810|-2472249.138
4285799.052|-4019921.875|-2472249.160
4285799.125|-4019921.931|-2472249.193
4285799.188|-4019921.972|-2472249.222
4285799.209|-4019921.982|-2472249.240
4285799.261|-4019922.032|-2472249.297
4285799.335|-4019922.091|-2472249.353
4285799.436|-4019922.176|-2472249.429
4285799.503|-4019922.223|-2472249.472
4285799.595|-4019922.294|-2472249.544
4285799.690|-4019922.349|-2472249.605
4285799.746|-4019922.383|-2472249.649
4285799.780|-4019922.401|-2472249.663
4285799.854|-4019922.462|-2472249.713
4285799.919|-4019922.508|-2472249.770
4285800.032|-4019922.601|-2472249.859
4285800.122|-4019922.685|-2472249.925
4285800.151|-4019922.700|-2472249.954
4285800.207|-4019922.742|-2472249.999
4285800.259|-4019922.789|-2472250.033
4285800.340|-4019922.852|-2472250.085
4285800.460|-4019922.954|-2472250.157
4285800.560|-4019923.038|-2472250.221
4285800.656|-4019923.112|-2472250.280
4285800.741|-4019923.172|-2472250.327
4285800.853|-4019923.269|-2472250.390
4285800.935|-4019923.338|-2472250.435
4285801.006|-4019923.378|-2472250.485
4285801.061|-4019923.408|-2472250.508
4285801.115|-4019923.450|-2472250.534
4285801.146|-4019923.472|-2472250.552
4285801.120|-4019923.445|-2472250.549
4285801.109|-4019923.434|-2472250.549
4285801.129|-4019923.445|-2472250.558
4285801.107|-4019923.421|-2472250.554
4285801.064|-4019923.370|-2472250.532
4285801.003|-4019923.303|-2472250.510
4285800.936|-4019923.230|-2472250.471
4285800.881|-4019923.173|-2472250.436
4285800.793|-4019923.088|-2472250.399
4285800.701|-4019923.005|-2472250.360
4285800.637|-4019922.954|-2472250.337
4285800.593|-4019922.923|-2472250.328
4285800.564|-4019922.908|-2472250.335
4285800.503|-4019922.864|-2472250.314
4285800.480|-4019922.858|-2472250.297
4285800.447|-4019922.847|-2472250.275
4285800.410|-4019922.826|-2472250.246
4285800.395|-4019922.816|-2472250.228
4285800.359|-4019922.781|-2472250.196
4285800.353|-4019922.787|-2472250.183
4285800.345|-4019922.789|-2472250.161
4285800.325|-4019922.774|-2472250.146
4285800.294|-4019922.745|-2472250.125
4285800.274|-4019922.735|-2472250.119
4285800.242|-4019922.704|-2472250.104
4285800.244|-4019922.709|-2472250.100
4285800.230|-4019922.693|-2472250.094
4285800.211|-4019922.669|-2472250.076
4285800.188|-4019922.639|-2472250.056
4285800.143|-4019922.602|-2472250.024
4285800.142|-4019922.587|-2472250.020
4285800.135|-4019922.573|-2472250.008
4285800.111|-4019922.551|-2472249.996
4285800.087|-4019922.544|-2472249.985
4285800.080|-4019922.542|-2472249.970
4285800.054|-4019922.530|-2472249.944
4285800.032|-4019922.524|-2472249.934
4285800.027|-4019922.536|-2472249.932
4285800.029|-4019922.534|-2472249.923
4285800.042|-4019922.535|-2472249.924
4285800.072|-4019922.551|-2472249.936
4285800.084|-4019922.572|-2472249.944
4285800.095|-4019922.586|-2472249.953
4285800.100|-4019922.589|-2472249.959
4285800.113|-4019922.601|-2472249.969
4285800.110|-4019922.607|-2472249.964
4285800.118|-4019922.617|-2472249.970
4285800.124|-4019922.622|-2472249.974
4285800.131|-4019922.624|-2472249.978
4285800.129|-4019922.621|-2472249.986
4285800.133|-4019922.629|-2472249.992
4285800.124|-4019922.627|-2472250.001
4285800.119|-4019922.626|-2472250.000
4285800.104|-4019922.603|-2472250.001
4285800.095|-4019922.580|-2472250.008
4285800.106|-4019922.573|-2472250.023
4285800.121|-4019922.577|-2472250.038
4285800.113|-4019922.578|-2472250.041
4285800.094|-4019922.574|-2472250.033
4285800.107|-4019922.597|-2472250.037
4285800.120|-4019922.606|-2472250.043
4285800.121|-4019922.612|-2472250.043
4285800.134|-4019922.635|-2472250.040
4285800.139|-4019922.649|-2472250.039
4285800.139|-4019922.660|-2472250.028
4285800.161|-4019922.685|-2472250.036
4285800.166|-4019922.692|-2472250.037
4285800.169|-4019922.696|-2472250.035
4285800.158|-4019922.697|-2472250.042
4285800.140|-4019922.690|-2472250.034
4285800.147|-4019922.689|-2472250.039
4285800.145|-4019922.682|-2472250.048
4285800.127|-4019922.654|-2472250.059
4285800.141|-4019922.654|-2472250.070
4285800.115|-4019922.611|-2472250.074
4285800.113|-4019922.594|-2472250.070
4285800.111|-4019922.585|-2472250.060
4285800.102|-4019922.570|-2472250.052
4285800.078|-4019922.549|-2472250.050
4285800.051|-4019922.523|-2472250.044
4285799.996|-4019922.479|-2472250.040
4285799.959|-4019922.440|-2472250.027
4285799.921|-4019922.417|-2472250.016
4285799.870|-4019922.383|-2472250.003
4285799.843|-4019922.379|-2472249.998
4285799.809|-4019922.365|-2472249.988
4285799.771|-4019922.338|-2472249.979
4285799.745|-4019922.314|-2472249.980
4285799.721|-4019922.284|-2472249.980
4285799.666|-4019922.244|-2472249.970
4285799.644|-4019922.226|-2472249.962
4285799.629|-4019922.224|-2472249.960
4285799.604|-4019922.208|-2472249.954
4285799.591|-4019922.208|-2472249.954
4285799.542|-4019922.176|-2472249.943
4285799.501|-4019922.161|-2472249.927
4285799.494|-4019922.162|-2472249.911
4285799.506|-4019922.168|-2472249.905
4285799.505|-4019922.153|-2472249.917
4285799.512|-4019922.159|-2472249.918
4285799.508|-4019922.155|-2472249.912
4285799.516|-4019922.154|-2472249.909
4285799.536|-4019922.158|-2472249.909
4285799.541|-4019922.168|-2472249.900
4285799.580|-4019922.200|-2472249.889
4285799.595|-4019922.217|-2472249.879
4285799.620|-4019922.239|-2472249.872
4285799.630|-4019922.243|-2472249.856
4285799.641|-4019922.251|-2472249.855
4285799.652|-4019922.253|-2472249.841
4285799.660|-4019922.261|-2472249.829
4285799.661|-4019922.271|-2472249.816
4285799.681|-4019922.297|-2472249.805
4285799.674|-4019922.300|-2472249.793
4285799.664|-4019922.292|-2472249.790
4285799.651|-4019922.288|-2472249.792
4285799.647|-4019922.290|-2472249.780
4285799.636|-4019922.295|-2472249.771
4285799.632|-4019922.306|-2472249.767
4285799.632|-4019922.325|-2472249.762
4285799.612|-4019922.325|-2472249.758
4285799.597|-4019922.325|-2472249.761
4285799.583|-4019922.324|-2472249.762
4285799.579|-4019922.329|-2472249.764
4285799.566|-4019922.327|-2472249.759
4285799.551|-4019922.317|-2472249.759
4285799.528|-4019922.292|-2472249.770
4285799.502|-4019922.275|-2472249.772
4285799.480|-4019922.252|-2472249.779
4285799.487|-4019922.243|-2472249.783
4285799.483|-4019922.231|-2472249.781
4285799.479|-4019922.230|-2472249.786
4285799.479|-4019922.230|-2472249.793
4285799.473|-4019922.224|-2472249.792
4285799.463|-4019922.207|-2472249.800
4285799.430|-4019922.180|-2472249.804
4285799.408|-4019922.150|-2472249.811
4285799.377|-4019922.110|-2472249.817
4285799.353|-4019922.074|-2472249.826
4285799.338|-4019922.050|-2472249.834
4285799.313|-4019922.019|-2472249.842
4285799.276|-4019921.992|-2472249.851
4285799.241|-4019921.958|-2472249.858
4285799.210|-4019921.928|-2472249.865
4285799.196|-4019921.918|-2472249.875
4285799.185|-4019921.904|-2472249.883
4285799.170|-4019921.883|-2472249.886
4285799.156|-4019921.866|-2472249.881
4285799.169|-4019921.878|-2472249.875
4285799.184|-4019921.890|-2472249.873
4285799.190|-4019921.896|-2472249.875
4285799.181|-4019921.904|-2472249.867
4285799.186|-4019921.920|-2472249.868
4285799.187|-4019921.932|-2472249.861
4285799.199|-4019921.949|-2472249.850
4285799.195|-4019921.957|-2472249.846
4285799.214|-4019921.989|-2472249.839
4285799.220|-4019922.012|-2472249.834
4285799.239|-4019922.040|-2472249.821
4285799.252|-4019922.068|-2472249.806
4285799.290|-4019922.112|-2472249.798
4285799.316|-4019922.146|-2472249.786
4285799.321|-4019922.159|-2472249.778
4285799.330|-4019922.173|-2472249.766
4285799.334|-4019922.187|-2472249.759
4285799.349|-4019922.212|-2472249.752
4285799.360|-4019922.229|-2472249.751
4285799.374|-4019922.235|-2472249.741
4285799.397|-4019922.241|-2472249.737
4285799.401|-4019922.238|-2472249.737
4285799.408|-4019922.239|-2472249.737
4285799.415|-4019922.245|-2472249.731
4285799.424|-4019922.247|-2472249.724
4285799.449|-4019922.259|-2472249.714
4285799.461|-4019922.264|-2472249.706
4285799.479|-4019922.269|-2472249.700
4285799.492|-4019922.275|-2472249.696
4285799.479|-4019922.269|-2472249.696
4285799.479|-4019922.265|-2472249.693
4285799.494|-4019922.267|-2472249.690
4285799.461|-4019922.243|-2472249.684
4285799.446|-4019922.234|-2472249.680
4285799.408|-4019922.208|-2472249.676
4285799.386|-4019922.194|-2472249.673
4285799.355|-4019922.180|-2472249.673
4285799.334|-4019922.178|-2472249.678
4285799.309|-4019922.169|-2472249.688
4285799.267|-4019922.149|-2472249.695
4285799.236|-4019922.135|-2472249.707
4285799.205|-4019922.124|-2472249.714
4285799.160|-4019922.103|-2472249.718
4285799.118|-4019922.088|-2472249.719
4285799.087|-4019922.077|-2472249.721
4285799.052|-4019922.067|-2472249.725
4285799.012|-4019922.055|-2472249.735
4285798.971|-4019922.035|-2472249.745
4285798.927|-4019922.008|-2472249.745
4285798.882|-4019921.986|-2472249.755
4285798.841|-4019921.963|-2472249.767
4285798.787|-4019921.928|-2472249.773
4285798.749|-4019921.903|-2472249.789
4285798.701|-4019921.873|-2472249.802
4285798.653|-4019921.846|-2472249.812
4285798.612|-4019921.823|-2472249.819
4285798.563|-4019921.797|-2472249.827
4285798.525|-4019921.781|-2472249.840
4285798.507|-4019921.769|-2472249.845
4285798.488|-4019921.762|-2472249.842
4285798.467|-4019921.748|-2472249.847
4285798.452|-4019921.735|-2472249.839
4285798.431|-4019921.723|-2472249.845
4285798.409|-4019921.708|-2472249.854
4285798.396|-4019921.698|-2472249.858
4285798.378|-4019921.698|-2472249.860
4285798.387|-4019921.706|-2472249.858
4285798.394|-4019921.719|-2472249.855
4285798.395|-4019921.720|-2472249.853
4285798.396|-4019921.718|-2472249.852
4285798.404|-4019921.728|-2472249.852
4285798.405|-4019921.739|-2472249.852
4285798.410|-4019921.748|-2472249.844
4285798.413|-4019921.762|-2472249.842
4285798.414|-4019921.770|-2472249.834
4285798.419|-4019921.785|-2472249.833
4285798.415|-4019921.789|-2472249.830
4285798.429|-4019921.806|-2472249.823
4285798.423|-4019921.801|-2472249.813
4285798.446|-4019921.822|-2472249.814
4285798.459|-4019921.831|-2472249.818
4285798.453|-4019921.838|-2472249.816
4285798.454|-4019921.843|-2472249.818
4285798.457|-4019921.853|-2472249.816
4285798.467|-4019921.870|-2472249.813
4285798.480|-4019921.889|-2472249.811
4285798.468|-4019921.891|-2472249.810
4285798.477|-4019921.905|-2472249.811
4285798.480|-4019921.907|-2472249.810
4285798.485|-4019921.920|-2472249.811
4285798.492|-4019921.928|-2472249.813
4285798.489|-4019921.933|-2472249.813
4285798.476|-4019921.934|-2472249.817
4285798.465|-4019921.932|-2472249.821
4285798.454|-4019921.938|-2472249.823
4285798.450|-4019921.939|-2472249.820
4285798.456|-4019921.948|-2472249.832
4285798.452|-4019921.951|-2472249.832
4285798.439|-4019921.950|-2472249.839
4285798.422|-4019921.946|-2472249.835
4285798.403|-4019921.946|-2472249.836
4285798.385|-4019921.948|-2472249.838
4285798.371|-4019921.950|-2472249.839
4285798.349|-4019921.942|-2472249.830
4285798.351|-4019921.944|-2472249.827
4285798.336|-4019921.951|-2472249.841
4285798.317|-4019921.946|-2472249.833
4285798.314|-4019921.954|-2472249.835
4285798.320|-4019921.961|-2472249.821
4285798.311|-4019921.965|-2472249.822
4285798.303|-4019921.972|-2472249.810
4285798.306|-4019921.991|-2472249.805
4285798.310|-4019922.007|-2472249.797
4285798.309|-4019922.014|-2472249.794
4285798.301|-4019922.022|-2472249.783
4285798.301|-4019922.038|-2472249.781
4285798.293|-4019922.051|-2472249.776
4285798.287|-4019922.061|-2472249.770
4285798.293|-4019922.072|-2472249.772
4285798.284|-4019922.080|-2472249.770
4285798.276|-4019922.087|-2472249.768
4285798.267|-4019922.092|-2472249.759
