-22|57|18,50641|-43|9|58,47035|-3,01000
-22|57|18,50181|-43|9|58,47553|-2,89600
-22|57|18,50039|-43|9|58,47473|-2,63000
-22|57|18,49713|-43|9|58,48029|-3,32900
-22|57|18,49707|-43|9|58,48334|-3,64000
-22|57|18,49216|-43|9|58,48728|-4,19100
-22|57|18,49109|-43|9|58,49129|-3,84200
-22|57|18,49061|-43|9|58,49113|-3,50400
-22|57|18,49402|-43|9|58,49025|-3,25000
-22|57|18,49475|-43|9|58,48938|-2,98900
-22|57|18,49221|-43|9|58,48746|-2,99300
-22|57|18,49501|-43|9|58,48429|-2,73400
-22|57|18,49899|-43|9|58,48238|-1,97400
-22|57|18,50358|-43|9|58,48377|-1,56400
-22|57|18,50863|-43|9|58,48262|-0,85100
-22|57|18,51288|-43|9|58,47897|-0,10900
-22|57|18,51091|-43|9|58,47950|-0,28200
-22|57|18,51371|-43|9|58,47787|0,09300
-22|57|18,51520|-43|9|58,47468|0,51700
-22|57|18,51562|-43|9|58,47321|0,66700
-22|57|18,51884|-43|9|58,47242|1,00200
-22|57|18,51912|-43|9|58,47196|0,87600
-22|57|18,51939|-43|9|58,47219|0,88600
-22|57|18,51796|-43|9|58,47062|0,80800
-22|57|18,51558|-43|9|58,47241|0,51700
-22|57|18,51232|-43|9|58,47457|0,23900
-22|57|18,51074|-43|9|58,47359|-0,11300
-22|57|18,50810|-43|9|58,47769|-0,46300
-22|57|18,50250|-43|9|58,47967|-0,74200
-22|57|18,50209|-43|9|58,47270|-0,78200
-22|57|18,50053|-43|9|58,46770|-0,85700
-22|57|18,49869|-43|9|58,46741|-0,57200
-22|57|18,49682|-43|9|58,46364|-0,37900
-22|57|18,49238|-43|9|58,46050|-0,49000
-22|57|18,48333|-43|9|58,45257|-0,34200
-22|57|18,47139|-43|9|58,44235|-0,11200
-22|57|18,45440|-43|9|58,43104|-0,00700
-22|57|18,44506|-43|9|58,42154|-0,09400
-22|57|18,43037|-43|9|58,40057|0,05000
-22|57|18,42058|-43|9|58,37224|-0,18800
-22|57|18,41817|-43|9|58,33878|-0,20800
-22|57|18,41320|-43|9|58,31355|-0,32300
-22|57|18,40836|-43|9|58,28619|-0,59100
-22|57|18,40416|-43|9|58,25402|-0,33300
-22|57|18,40198|-43|9|58,22231|-0,01000
-22|57|18,39417|-43|9|58,19219|0,19700
